date,y_true,y_pred
2015-01-02,0.022761021088909726,0.0
2015-01-05,0.028301038865218738,0.0
2015-01-06,0.02725197213650281,0.0
2015-01-07,0.0024377751723728518,0.0
2015-01-08,-0.025303282536602807,0.0
2015-01-09,0.0022763370197236643,0.0
2015-01-12,0.0018491560954815467,0.0
2015-01-13,0.008259827947999175,0.0
2015-01-14,0.02167682523101964,0.0
2015-01-15,0.02671400507803536,0.0
2015-01-16,0.013269460794653012,0.0
2015-01-20,0.006091968794558652,0.0
2015-01-21,-0.01040715576276082,0.0
2015-01-22,-0.013830247527977636,0.0
2015-01-23,-0.023822620187628565,0.0
2015-01-26,-0.023410218294643792,0.0
2015-01-27,-0.009508420418931515,0.0
2015-01-28,-0.00762427319758406,0.0
2015-01-29,0.0007102127159549839,0.0
2015-01-30,0.007335554692098734,0.0
2015-02-02,-0.01009970442981874,0.0
2015-02-03,-0.00014252416189452962,0.0
2015-02-04,0.013482740457703209,0.0
2015-02-05,0.000284030562384554,0.0
2015-02-06,0.013381017325429491,0.0
2015-02-09,0.03238751203911868,0.0
2015-02-10,0.016828436580920487,0.0
2015-02-11,0.017512067914105367,0.0
2015-02-12,0.02440168515524709,0.0
2015-02-13,0.0249960772542236,0.0
2015-02-17,0.01656835393532103,0.0
2015-02-18,0.01503162406992381,0.0
2015-02-19,0.0161091674082645,0.0
2015-02-20,0.0008308760948079572,0.0
2015-02-23,0.00522693417583837,0.0
2015-02-24,-0.002626960515300452,0.0
2015-02-25,0.0026212671393974576,0.0
2015-02-26,0.003438083735808862,0.0
2015-02-27,-0.011555912693550838,0.0
2015-03-02,-0.014370855732496168,0.0
2015-03-03,-0.01647162104300322,0.0
2015-03-04,-0.021868684735494977,0.0
2015-03-05,-0.012293813664934069,0.0
2015-03-06,0.0055857412802059235,0.0
2015-03-09,0.02134336512098339,0.0
2015-03-10,0.029674935474871555,0.0
2015-03-11,0.043134447212649196,0.0
2015-03-12,0.03576688654483355,0.0
2015-03-13,0.042130202771300466,0.0
2015-03-16,0.017422290647154465,0.0
2015-03-17,0.011546667100367388,0.0
2015-03-18,-0.019751332407074395,0.0
2015-03-19,-0.027875937866343056,0.0
2015-03-20,-0.02514666207407354,0.0
2015-03-23,-0.012258571432812218,0.0
2015-03-24,-0.021018938209974712,0.0
2015-03-25,-0.012737342414606166,0.0
2015-03-26,-0.007335148789664431,0.0
2015-03-27,-0.012953225693780978,0.0
2015-03-30,-0.020678616778354905,0.0
2015-03-31,0.005227653404711483,0.0
2015-04-01,0.022866060951042173,0.0
2015-04-02,0.028348351712996177,0.0
2015-04-06,0.02140593760577504,0.0
2015-04-07,0.0206786167783549,0.0
2015-04-08,0.014845406837114022,0.0
2015-04-09,0.006786128077381831,0.0
2015-04-10,-0.01045135609061431,0.0
2015-04-13,0.0010854031029238081,0.0
2015-04-14,0.006080750729509876,0.0
2015-04-15,0.005124030280791826,0.0
2015-04-16,0.009423830643731288,0.0
2015-04-17,0.014897329568893164,0.0
2015-04-20,-0.009538115014917942,0.0
2015-04-21,-0.011244469943852217,0.0
2015-04-22,-0.022029652060692163,0.0
2015-04-23,-0.03991233921323895,0.0
2015-04-24,-0.023255268271630422,0.0
2015-04-27,0.0013681555549437526,0.0
2015-04-28,-0.016206923657135695,0.0
2015-04-29,-0.010921528118376279,0.0
2015-04-30,0.007917253708092205,0.0
2015-05-01,0.010538613344239823,0.0
2015-05-04,0.004773909096205675,0.0
2015-05-05,0.011016297502818484,0.0
2015-05-06,0.015995873677698152,0.0
2015-05-07,0.02500303536352409,0.0
2015-05-08,0.010967616444733423,0.0
2015-05-11,0.01633073781278812,0.0
2015-05-12,0.027421268487772356,0.0
2015-05-13,0.027657790621550358,0.0
2015-05-14,0.014068739070424269,0.0
2015-05-15,0.009648978562978456,0.0
2015-05-18,-0.006446379205709704,0.0
2015-05-19,0.0003996373638906322,0.0
2015-05-20,-0.00026622668008493845,0.0
2015-05-21,-0.0029313973257568114,0.0
2015-05-22,0.0034615199617930082,0.0
2015-05-26,0.0071155401912529805,0.0
2015-05-27,-0.002533873995054822,0.0
2015-05-28,-0.010167238176816607,0.0
2015-05-29,-0.008038710336209093,0.0
2015-06-01,-0.017023353938156766,0.0
2015-06-02,-0.010760064381841948,0.0
2015-06-03,-0.00040065148177847803,0.0
2015-06-04,0.01335668265016945,0.0
2015-06-05,0.0013443489635393603,0.0
2015-06-08,0.007542090412466403,0.0
2015-06-09,0.012764763006434721,0.0
2015-06-10,0.0014683391680021629,0.0
2015-06-11,0.008718628888105278,0.0
2015-06-12,0.01691677545164331,0.0
2015-06-15,0.02347126577231548,0.0
2015-06-16,0.020482981561332412,0.0
2015-06-17,0.009425878978547197,0.0
2015-06-18,0.0009202616318692279,0.0
2015-06-19,0.0036914845470383626,0.0
2015-06-22,-0.02885270666949269,0.0
2015-06-23,-0.027315376458223902,0.0
2015-06-24,-0.006495652916310957,0.0
2015-06-25,-0.01669579234329547,0.0
2015-06-26,-0.01565019132014359,0.0
2015-06-29,0.013931919212784366,0.0
2015-06-30,-0.006879397843717795,0.0
2015-07-01,-0.012176555809062746,0.0
2015-07-02,0.00586202658824696,0.0
2015-07-06,0.014728596933904686,0.0
2015-07-07,0.019888731326777136,0.0
2015-07-08,0.03850205551915997,0.0
2015-07-09,0.037780224817125285,0.0
2015-07-10,0.022201272344071963,0.0
2015-07-13,0.01697837646075183,0.0
2015-07-14,0.0026048067791583566,0.0
2015-07-15,0.00351042769968385,0.0
2015-07-16,-0.004808049755171574,0.0
2015-07-17,-0.027929660925878824,0.0
2015-07-20,-0.03210805341916913,0.0
2015-07-21,-0.00980335969586881,0.0
2015-07-22,-0.010306018931742385,0.0
2015-07-23,-0.008108795733676125,0.0
2015-07-24,0.022980381627229093,0.0
2015-07-27,0.023132351646138825,0.0
2015-07-28,0.004717616164947335,0.0
2015-07-29,0.011343691894250281,0.0
2015-07-30,-0.009234954612538903,0.0
2015-07-31,-0.016720772369813956,0.0
2015-08-03,-0.007870937626866062,0.0
2015-08-04,-0.01581264938349885,0.0
2015-08-05,-0.023481120680007,0.0
2015-08-06,-0.0037179539359093665,0.0
2015-08-07,0.0007962516652778691,0.0
2015-08-10,0.0027618756938612046,0.0
2015-08-11,0.009780647162756288,0.0
2015-08-12,0.0050311888062752694,0.0
2015-08-13,-0.016227796690286424,0.0
2015-08-14,-0.050051246359803125,0.0
2015-08-17,-0.10355258849726412,0.0
2015-08-18,-0.11220869985263032,0.0
2015-08-19,-0.06675967684546807,0.0
2015-08-20,-0.023945866355829584,0.0
2015-08-21,0.001393813515065023,0.0
2015-08-24,0.02644967103943157,0.0
2015-08-25,0.009956162955469193,0.0
2015-08-26,-0.011073349268494176,0.0
2015-08-27,-0.037532565536344126,0.0
2015-08-28,-0.04442647808504884,0.0
2015-08-31,0.0015592974058368004,0.0
2015-09-01,0.012595211557462658,0.0
2015-09-02,0.0018540581551041624,0.0
2015-09-03,0.015408982285858104,0.0
2015-09-04,0.02487731006953212,0.0
2015-09-08,0.011547793642279423,0.0
2015-09-09,0.029903745074556943,0.0
2015-09-10,0.029345684341456724,0.0
2015-09-11,0.003956574426448043,0.0
